institution_id,child,child_name
901861585,4390039299,Vanderbilt-Ingram Cancer Center
923382979,4210095331,ExxonMobil (Qatar) (QA)
923382979,4210101890,ExxonMobil (Germany) (DE)
1280414376,4210099573,United States Air Force Office of Scientific Research (US)
1280414376,4388482649,711th Human Performance Wing
1280414376,4388482655,U.S. Air Force Research Laboratory Sensors Directorate
1280414376,4388482673,U.S. Air Force Research Laboratory Information Directorate
1280414376,4388482708,U.S. Air Force Research Laboratory Materials and Manufacturing Directorate
1280414376,4388482745,U.S. Air Force Research Laboratory Directed Energy Directorate
1280536761,2800713631,NASA Research Park (US)
1281378812,4389425366,Oak Ridge Institute for Science and Education
1281704429,4210105554,Christiana Hospital (US)
1282105669,4387156069,Advanced Photon Source
1282105669,4390039281,Center for Nanoscale Materials
1282516798,4210147526,Brenner Children's Hospital (US)
1282516798,4387930303,Wake Forest Baptist Comprehensive Cancer Center
1282927834,4210104507,Angeles Clinic and Research Institute (US)
1282927834,4210141674,Cedars-Sinai Smidt Heart Institute (US)
1283055418,255400825,Indiana University Hospital (US)
1283055418,2799974947,Ball Memorial Hospital (US)
1283055418,2802740592,Riley Hospital for Children (US)
1283055418,4210090661,La Porte Hospital (US)
1283055418,4210092922,Methodist Hospital (US)
1283103587,2799411422,Center for Discrete Mathematics and Theoretical Computer Science (US)
1283280774,4210089597,Harvard Affiliated Emergency Medicine Residency (US)
1283280774,4210102457,Center for Neuro-Oncology (US)
1283280774,4210161994,Dana-Farber Brigham Cancer Center (US)
1283280774,4392738064,Osher Center for Integrative Medicine
1283621791,1281027232,Lincoln Medical Center (US)
1283621791,2799765569,Metropolitan Hospital Center (US)
1283621791,2800153865,Woodhull Medical and Mental Health Center (US)
1283621791,4210100201,Queens Hospital Center (US)
1283621791,4210108985,Bellevue Hospital Center (US)
1283621791,4210117211,Kings County Hospital Center (US)
1283621791,4210131894,Coney Island Hospital (US)
1283654650,2801992965,Greenville Memorial Hospital (US)
1285210727,2801012209,Albert B. Chandler Hospital (US)
1285210727,2802239656,Markey Cancer Center (US)
1285301757,4210114642,Rush Children's Hospital (US)
1285764155,4210087189,MSD (UK) Limited (United Kingdom) (GB)
1285764155,4210090774,MSD (Switzerland) (CH)
1285764155,4210094275,MSD (France) (FR)
1285764155,4210095507,Merck Canada Inc. (Canada) (CA)
1285764155,4210105323,MSD (Sweden) (SE)
1285764155,4210105661,MSD (Italy) (IT)
1285764155,4210108032,MSD K.K. (Japan) (JP)
1285764155,4210113778,MSD (Germany) (DE)
1285764155,4210118187,MSD (Mexico) (MX)
1285764155,4210121359,MSD (Belgium) (BE)
1285764155,4210139878,MSD (Australia) (AU)
1285764155,4210144418,MSD (Spain) (ES)
1285764155,4210162999,MSD (Netherlands) (NL)
1286329397,4210111045,Astrogeology Science Center (US)
1286329397,4210131920,National Wildlife Health Center (US)
1286329397,4210141838,Hawaiian Volcano Observatory (US)
1286329397,4387152347,California Water Science Center
1286329397,4387152364,Western Ecological Research Center
1286329397,4387153814,"U.S. Geological Survey, Wetland and Aquatic Research Center"
1286329397,4387154325,Woods Hole Coastal and Marine Science Center
1286329397,4391012618,"U.S. Geological Survey, Alaska Science Center"
1286329397,4391767640,Geosciences and Environmental Change Science Center
1286329397,4391767675,Climate Adaptation Science Centers
1286329397,4391767831,Pacific Island Ecosystems Research Center
1286329397,4391767887,Colorado Water Science Center
1286329397,4391767922,Columbia Environmental Research Center
1286329397,4391767937,Earth Resources Observation and Science Center
1286329397,4391767966,Florence Bascom Geoscience Center
1286329397,4391768139,Forest and Rangeland Ecosystem Science Center
1286329397,4391768179,Fort Collins Science Center
1286329397,4391768237,Earthquake Science Center
1286329397,4392021110,Pacific Coastal and Marine Science Center
1286329397,4392021124,Western Geographic Science Center
1286329397,4392021139,Upper Midwest Environmental Sciences Center
1286329397,4392021166,Western Fisheries Research Center
1286329397,4392021168,St. Petersburg Coastal and Marine Science Center
1286329397,4392021169,Upper Midwest Water Science Center
1286329397,4392021177,Geologic Hazards Science Center
1286329397,4392021179,Northern Rocky Mountain Science Center
1286329397,4392021183,Eastern Ecological Science Center
1286329397,4392021187,Northern Prairie Wildlife Research Center
1286329397,4392021192,Southwest Biological Science Center
1286329397,4392021205,Oregon Water Science Center
1286329397,4392021224,New York Water Science Center
1286329397,4392021242,Volcano Science Center
1286959531,57275733,United Nations Research Institute for Social Development (CH)
1286959531,78934096,United Nations Population Fund (US)
1286959531,90130731,United Nations Department of Economic and Social Affairs (US)
1286959531,112289208,United Nations Children's Fund (US)
1286959531,145388677,Joint United Nations Programme on HIV/AIDS (CH)
1286959531,202262619,United Nations Environment Programme (KE)
1286959531,1320745970,Food and Agriculture Organization of the United Nations (IT)
1286959531,2801717407,United Nations Human Settlements Programme (KE)
1286959531,4210091247,University for Peace (CR)
1286959531,4210146208,United Nations Relief and Works Agency for Palestine Refugees in the Near East (JO)
1287521167,183804699,Lockheed Martin (Canada) (CA)
1287521167,4210102068,Lockheed Martin (Australia) (AU)
1288214837,4388482645,Naval Research Laboratory Space Science Division
1288214837,4388482652,Naval Research Laboratory Acoustics Division
1288214837,4388482660,Naval Research Laboratory Plasma Physics Division
1288214837,4388482665,Naval Research Laboratory Optical Sciences Division
1288214837,4388482685,Naval Research Laboratory Chemistry Division
1288214837,4388482696,Naval Research Laboratory Information Technology Division
1288214837,4388482714,Naval Research Laboratory Remote Sensing Division
1288214837,4388482722,Naval Research Laboratory Center for Bio/Molecular Science and Engineering
1288214837,4388482749,Naval Research Laboratory Materials Science and Technology Division
1288214837,4388482753,Naval Research Laboratory Electronics Science and Technology Division
1288214837,4388482754,Naval Research Laboratory Laboratories for Computational Physics & Fluid Dynamics
1288882113,4210150141,Center for Pain and the Brain (US)
1288882113,4210166317,Dana-Farber/Boston Children's Cancer and Blood Disorders Center (US)
1289243028,4210159558,Joint Institute for Computational Sciences (US)
1289243028,4390039231,Spallation Neutron Source
1289243028,4390039300,Center for Nanophase Materials Sciences
1289490764,19085752,National Center for Immunization and Respiratory Diseases (US)
1289490764,198423848,National Institute for Occupational Safety and Health (US)
1289490764,199145359,Agency for Toxic Substances and Disease Registry (US)
1289490764,1330589705,National Center for Health Statistics (US)
1289490764,2803036750,Office of Public Health Genomics (US)
1289490764,4210088099,National Center for Injury Prevention and Control (US)
1289490764,4210092468,National Center for Environmental Health (US)
1289490764,4210096256,Office of Readiness and Response (US)
1289490764,4210102487,Office of Minority Health and Health Equity (US)
1289490764,4210107484,U.S. President's Malaria Initiative (US)
1289490764,4210109567,Office of Infectious Diseases (US)
1289490764,4210109585,National Center on Birth Defects and Developmental Disabilities (US)
1289490764,4210113004,National Center for Chronic Disease Prevention and Health Promotion (US)
1289490764,4210125809,Office of Tribal Affairs and Strategic Alliances (US)
1289490764,4210129097,Center for Global Health (US)
1289490764,4210130616,Epidemic Intelligence Service (US)
1289490764,4210164764,Division of Parasitic Diseases and Malaria (US)
1289490764,4210166271,"Center for Surveillance, Epidemiology, and Laboratory Services (US)"
1289702989,5950314,University of West Georgia (US)
1289702989,7449891,College of Coastal Georgia (US)
1289702989,25041050,Augusta University (US)
1289702989,39815113,Georgia Southern University (US)
1289702989,77250616,Fort Valley State University (US)
1289702989,78927796,Georgia Gwinnett College (US)
1289702989,97610503,Georgia Highlands College (US)
1289702989,130075709,Georgia Southwestern State University (US)
1289702989,130701444,Georgia Institute of Technology (US)
1289702989,165733156,University of Georgia (US)
1289702989,172980758,Kennesaw State University (US)
1289702989,181565077,Georgia State University (US)
1289702989,185241533,Clayton State University (US)
1289702989,206426949,Southern Polytechnic State University (US)
1289702989,281429137,Gordon State College (US)
1289702989,886398382,Atlanta Metropolitan State College (US)
1289702989,924760719,University of North Georgia (US)
1289702989,2799637951,Abraham Baldwin Agricultural College (US)
1290055561,4210110017,St. Luke's Hospital (US)
1290206253,1316064682,LinkedIn (United States) (US)
1290206253,4210086099,Microsoft (Brazil) (BR)
1290206253,4210087053,Microsoft (Germany) (DE)
1290206253,4210105678,Microsoft (Finland) (FI)
1290206253,4210113369,Microsoft Research Asia (China) (CN)
1290206253,4210124949,Microsoft Research (India) (IN)
1290206253,4210125051,Microsoft (Israel) (IL)
1290206253,4210153468,Microsoft (Canada) (CA)
1290206253,4210162141,Microsoft (India) (IN)
1290206253,4210164937,Microsoft Research (United Kingdom) (GB)
1290206253,4400600948,Microsoft Research New England (United States)
1290206253,4401726785,Microsoft Research New York City (United States)
1290900354,2800399840,Tufts Children's Hospital (US)
1291425158,4210100430,Google (Switzerland) (CH)
1291425158,4210113297,Google (United Kingdom) (GB)
1291425158,4210117425,Google (Israel) (IL)
1291425158,4210148186,Google (Canada) (CA)
1292974536,4210096757,Ford Motor Company (United Kingdom) (GB)
1292974536,4210100359,Ford Motor Company (France) (FR)
1295339012,2801120396,Boeing (Australia) (AU)
1295339012,4210092639,Boeing (Spain) (ES)
1295346377,2802879997,Monsanto (Canada) (CA)
1295346377,4210086672,Monsanto (Brazil) (BR)
1297540436,4210095870,Biogen (United Kingdom) (GB)
1297540436,4210147244,Biogen (Switzerland) (CH)
1297540436,4210154728,Biogen (Italy) (IT)
1298060332,1339417872,Wadsworth Center (US)
1299022934,23874457,Health Resources and Services Administration (US)
1299022934,35344726,United States Public Health Service (US)
1299022934,50959184,Centers for Medicare and Medicaid Services (US)
1299022934,82994568,Agency for Healthcare Research and Quality (US)
1299022934,157850169,Indian Health Service (US)
1299022934,1289490764,Centers for Disease Control and Prevention (US)
1299022934,1299303238,National Institutes of Health (US)
1299022934,1302275403,Administration for Children and Families (US)
1299022934,1320320070,United States Food and Drug Administration (US)
1299022934,1336377119,Substance Abuse and Mental Health Services Administration (US)
1299022934,2799530342,Office of the Assistant Secretary for Planning and Evaluation (US)
1299022934,2801182042,Biomedical Advanced Research and Development Authority (US)
1299022934,2801802255,Administration for Community Living (US)
1299022934,2802349782,Office of the Assistant Secretary for Health (US)
1299022934,2802377633,Office of the National Coordinator for Health Information Technology (US)
1299022934,4210120339,Program Support Center (US)
1299022934,4210135675,Office of the Secretary of Health and Human Services (US)
1299022934,4210157228,Office of Adolescent Health (US)
1299218025,4210157264,MetroHealth Medical Center (US)
1299303238,29955533,Center for Information Technology (US)
1299303238,874236823,Fogarty International Center (US)
1299303238,1327069482,National Institute on Drug Abuse (US)
1299303238,2800548410,United States National Library of Medicine (US)
1299303238,2802425954,Center for Scientific Review (US)
1299303238,4210086900,National Center for Complementary and Integrative Health (US)
1299303238,4210087962,National Institute of Arthritis and Musculoskeletal and Skin Diseases (US)
1299303238,4210088243,National Institute of Biomedical Imaging and Bioengineering (US)
1299303238,4210088259,National Institute of Dental and Craniofacial Research (US)
1299303238,4210090236,National Human Genome Research Institute (US)
1299303238,4210090567,National Institute of Diabetes and Digestive and Kidney Diseases (US)
1299303238,4210091794,Office of the Director (US)
1299303238,4210095140,National Institute of Environmental Health Sciences (US)
1299303238,4210106489,National Heart Lung and Blood Institute (US)
1299303238,4210110704,National Institute of Nursing Research (US)
1299303238,4210110767,National Institute of Neurological Disorders and Stroke (US)
1299303238,4210121815,National Institute on Alcohol Abuse and Alcoholism (US)
1299303238,4210134534,National Institute of Allergy and Infectious Diseases (US)
1299303238,4210136897,National Institute on Aging (US)
1299303238,4210139686,National Eye Institute (US)
1299303238,4210140884,National Cancer Institute (US)
1299303238,4210144228,Eunice Kennedy Shriver National Institute of Child Health and Human Development (US)
1299303238,4210145867,National Institute on Minority Health and Health Disparities (US)
1299303238,4210148682,National Center for Advancing Translational Sciences (US)
1299303238,4210152124,National Institute of General Medical Sciences (US)
1299303238,4210155647,National Institutes of Health Clinical Center (US)
1299303238,4210156075,National Institute on Deafness and Other Communication Disorders (US)
1299303238,4210158500,National Institute of Mental Health (US)
1299725459,4390039355,Alvin J. Siteman Cancer Center
1301076528,4210110459,City of Hope (US)
1301076528,4387156432,Beckman Research Institute
1302444339,1327576362,Feinstein Institute for Medical Research (US)
1302444339,2800496781,North Shore University Hospital (US)
1302444339,2800560132,Long Island Jewish Medical Center (US)
1302444339,2800628709,Lenox Hill Hospital (US)
1302444339,2801052491,Staten Island University Hospital (US)
1302444339,2802769386,Boca Raton Regional Hospital (US)
1302444339,4210106353,Donald & Barbara Zucker School of Medicine at Hofstra/Northwell (US)
1302444339,4210110142,Syosset Hospital (US)
1302444339,4210119699,John T. Mather Memorial Hospital (US)
1302444339,4210122508,Huntington Hospital (US)
1302444339,4210125842,Arthur Smith Institute for Urology (US)
1302444339,4210140806,Northern Westchester Hospital (US)
1302444339,4210149262,Crouse Hospital (US)
1302444339,4210151307,Phelps Hospital (US)
1302444339,4210166545,Zucker Hillside Hospital (US)
1303243448,4210162397,UMass Memorial Medical Center (US)
1304082316,106965489,United States Army Medical Command (US)
1304082316,1306490931,United States Army Corps of Engineers (US)
1304082316,4210088792,United States Army (US)
1304082316,4210140172,U.S. Army Research Institute for the Behavioral and Social Sciences (US)
1304256225,1745920,University of Wisconsin–Platteville (US)
1304256225,1921588,University of Wisconsin–Stout (US)
1304256225,4657992,University of Wisconsin–La Crosse (US)
1304256225,14403649,University of Wisconsin–River Falls (US)
1304256225,43579087,University of Wisconsin–Milwaukee (US)
1304256225,61567134,University of Wisconsin–Superior (US)
1304256225,64185308,University of Wisconsin–Oshkosh (US)
1304256225,124727415,University of Wisconsin–Eau Claire (US)
1304256225,129510320,University of Wisconsin–Green Bay (US)
1304256225,135310074,University of Wisconsin–Madison (US)
1304256225,138126365,University of Wisconsin–Extension (US)
1304256225,183437572,University of Wisconsin–Parkside (US)
1304256225,183533211,University of Wisconsin–Whitewater (US)
1304256225,191114373,University of Wisconsin–Stevens Point (US)
1304269903,174354714,Trinity Health Michigan (US)
1304269903,1304196042,Loyola University Medical Center (US)
1304808963,4387156174,Yellowstone National Park
1306266525,4391767950,Heliophysics Science Division
1306490931,87303767,U.S. Army Engineer Research and Development Center (US)
1306686416,3017401281,Raytheon Technologies (Finland) (FI)
1306686416,4387154385,Pratt & Whitney (United States)
1306862143,220194752,Memorial Hermann Memorial City Medical Center (US)
1306862143,4210143321,Memorial Hermann–Texas Medical Center (US)
1307117695,4390039344,Fred and Pamela Buffett Cancer Center
1308126019,106745318,NOAA National Marine Fisheries Service (US)
1308126019,1282070171,Office of Education (US)
1308126019,1316690553,NOAA National Ocean Service (US)
1308126019,2799418822,Office of Ocean Exploration and Research (US)
1308126019,2800461586,Illinois Indiana Sea Grant (US)
1308126019,2802162544,Northern Gulf Institute (US)
1308126019,2802992173,NOAA Oceanic and Atmospheric Research (US)
1308126019,4210089050,NOAA National Environmental Satellite Data and Information Service (US)
1308126019,4210095787,NOAA National Weather Service (US)
1308126019,4210106758,Connecticut Sea Grant (US)
1308126019,4210114902,Florida Sea Grant (US)
1308126019,4210125891,MIT Sea Grant (US)
1308126019,4210126686,Maryland Sea Grant (US)
1308126019,4210133019,NOAA Center for Satellite Applications and Research (US)
1308126019,4210136348,California Sea Grant (US)
1308126019,4210139762,Washington Sea Grant (US)
1308126019,4210154776,University of Hawaiʻi Sea Grant (US)
1308126019,4210157891,NOAA National Centers for Environmental Information (US)
1308126019,4210162373,Virginia Sea Grant (US)
1309104334,4210124947,Fairview Southdale Hospital (US)
1309104334,4210135252,University of Minnesota Medical Center (US)
1309104334,4210166300,University of Minnesota Children's Hospital (US)
1309849503,4210127042,RAND Europe (GB)
1310421338,2800275141,Allegheny General Hospital (US)
1310421338,4210087180,Allegheny-Singer Research Institute (US)
1310421338,4210151301,Jefferson Hospital (US)
1310421338,4210164627,Forbes Hospital (US)
1311060795,28670366,National Ecological Observatory Network (US)
1311060795,122345529,National Institute for Mathematical and Biological Synthesis (US)
1311060795,1336492463,American Institute of Mathematics (US)
1311060795,1343558604,Statistical and Applied Mathematical Sciences Institute (US)
1311060795,2799411422,Center for Discrete Mathematics and Theoretical Computer Science (US)
1311060795,2802446264,Research Experiences for Undergraduates (US)
1311060795,4210094386,National Superconducting Cyclotron Laboratory (US)
1311060795,4210132808,National High Magnetic Field Laboratory (US)
1311060795,4210137449,Office of the Director (US)
1311060795,4210141577,NSF’s NOIRLab (US)
1311914864,2802091096,Scripps Mercy Hospital (US)
1311914864,4210103888,Scripps Green Hospital (US)
1311914864,4210107570,Scripps Memorial Hospital (US)
1311914864,4210142769,Scripps Whittier Diabetes Institute (US)
1311914864,4210146328,Scripps Clinic (US)
1311914864,4210146979,Scripps MD Anderson Cancer Center (US)
1312222531,4210145274,Agricultural Research Service - Plains Area (US)
1312537475,2802074453,Naval Submarine Medical Research Laboratory (US)
1312537475,2802934987,Naval Medical Research Unit Six (PE)
1312537475,4210105790,Naval Health Research Center (US)
1312537475,4210145566,United States Naval Medical Research Unit III (EG)
1313416372,4210107718,Northern Research Station (US)
1313416372,4210115267,Southern Research Station (US)
1313416372,4210124557,Pacific Northwest Research Station (US)
1313416372,4210126421,Forest Products Laboratory (US)
1313416372,4210129675,Pacific Southwest Research Station (US)
1313416372,4210132491,International Institute of Tropical Forestry (PR)
1313416372,4210140135,Rocky Mountain Research Station (US)
1313867356,1297127228,Space Telescope Science Institute (US)
1313867356,2801948628,Kitt Peak National Observatory (US)
1313867356,4210088762,National Solar Observatory (US)
1313867356,4210134305,Community Science and Data Center (US)
1313867356,4210140583,Cerro Tololo Inter-American Observatory (CL)
1313867356,4210141577,NSF’s NOIRLab (US)
1316535847,4210133893,Berenson Allen Center for Noninvasive Brain Stimulation (US)
1316535847,4210143899,Center for Vascular Biology Research (US)
1316902750,36373038,Cleveland Clinic Lerner College of Medicine (US)
1316902750,4210108700,Cleveland Clinic Florida (US)
1316910977,4210113790,DuPont (Canada) (CA)
1316910977,4210129797,DuPont (United Kingdom) (GB)
1316910977,4210132041,DuPont (Finland) (FI)
1316910977,4210140546,DuPont (Germany) (DE)
1316910977,4210144620,DuPont (France) (FR)
1316910977,4210146289,DuPont (Denmark) (DK)
1316910977,4387156210,Chemours (United States)
1317227900,324100,Bowie State University (US)
1317227900,4322298,Towson University (US)
1317227900,6059380,University of Baltimore (US)
1317227900,9364636,Salisbury University (US)
1317227900,22407884,University of Maryland Eastern Shore (US)
1317227900,47500952,Coppin State University (US)
1317227900,66946132,"University of Maryland, College Park (US)"
1317227900,79272384,"University of Maryland, Baltimore County (US)"
1317227900,126744593,"University of Maryland, Baltimore (US)"
1317227900,149521062,University of Maryland Center for Environmental Science (US)
1317227900,152830075,Frostburg State University (US)
1317227900,4210107443,University of Maryland Global Campus (US)
1317227900,4210126686,Maryland Sea Grant (US)
1317239608,19990318,Federal Reserve Bank of San Francisco (US)
1317239608,43638361,Federal Reserve Bank of New York (US)
1317239608,46510805,Federal Reserve Bank of Boston (US)
1317239608,57502794,Federal Reserve Bank of Philadelphia (US)
1317239608,68415526,Federal Reserve Bank of Dallas (US)
1317239608,77697173,Federal Reserve Bank of Chicago (US)
1317239608,77793887,Federal Reserve Bank of St. Louis (US)
1317239608,84318336,Federal Reserve Bank of Kansas City (US)
1317239608,119878761,Federal Reserve Bank of Atlanta (US)
1317239608,1341575764,Federal Reserve Bank of Minneapolis (US)
1317239608,2802905149,Federal Reserve Board of Governors (US)
1317239608,4210109900,Federal Reserve Bank of Cleveland (US)
1317239608,4210158875,Federal Reserve Bank of Richmond (US)
1318687432,1339248906,American Institute of Biological Sciences (US)
1320320070,1285792802,Center for Food Safety and Applied Nutrition (US)
1320320070,1304557061,National Center for Toxicological Research (US)
1320320070,1318287680,Center for Biologics Evaluation and Research (US)
1320320070,1319408584,Center for Veterinary Medicine (US)
1320320070,1333606569,Center for Drug Evaluation and Research (US)
1320320070,1335686170,Center for Devices and Radiological Health (US)
1320343167,1319181961,Saint Thomas Health (US)
1320343167,2800041687,St Vincent Hospital (US)
1320343167,2803018670,Providence Hospital (US)
1320343167,2803044603,Brighton Hospital (US)
1320343167,4210089249,St. Vincent's Medical Center (US)
1320343167,4210097614,University Medical Center Brackenridge (US)
1320343167,4210102018,Dell Children's Medical Center of Central Texas (US)
1320343167,4210107975,Alexian Brothers Health System (US)
1320343167,4210112232,Ascension Providence Hospital (US)
1320343167,4210119340,Providence Park Hospital (US)
1320343167,4210135927,St. John Hospital & Medical Center (US)
1320343167,4210150861,Ascension Via Christi (US)
1320343167,4210153157,Sacred Heart Health System (US)
1320343167,4210156708,St. John Macomb Oakland Hospital (US)
1320343167,4210159715,St. John Medical Center (US)
1320343167,4210161964,Providence Hospital (US)
1320343167,4210163313,Seton Medical Center Austin (US)
1320354487,4210149356,Target (Germany) (DE)
1320553840,4210091983,Amgen (Canada) (CA)
1320553840,4210117596,Amgen (United Kingdom) (GB)
1320553840,4210121112,Amgen (Germany) (DE)
1320553840,4210139000,Amgen (Switzerland) (CH)
1320796813,98704320,Icahn School of Medicine at Mount Sinai (US)
1320796813,1287643137,Mount Sinai Beth Israel (US)
1320796813,1310342693,Brooklyn Hospital Center (US)
1320796813,1324220072,Mount Sinai Hospital (US)
1320796813,4210102044,Mount Sinai Hospital (US)
1320796813,4210103893,Mount Sinai Queens (US)
1321296531,137473845,Joint Institute for Laboratory Astrophysics (US)
1321296531,4210094722,Center for Nanoscale Science and Technology (US)
1321296531,4210101396,Communications Technology Laboratory (US)
1321296531,4210108409,Joint Center for Quantum Information and Computer Science (US)
1321296531,4210109969,Physical Measurement Laboratory (US)
1321296531,4210126846,Information Technology Laboratory (US)
1321296531,4210147263,Material Measurement Laboratory (US)
1321296531,4210151733,Joint Quantum Institute (US)
1321296531,4210159838,NIST Center for Neutron Research (US)
1321296531,4389425230,Institute for Bioscience and Biotechnology Research
1321404777,4210096498,Presbyterian Hospital (US)
1321686444,4210104060,Maria Fareri Children's Hospital (US)
1322918889,2799886695,Veterans Health Administration (US)
1322918889,4210102726,Seattle Epidemiologic Information and Research Center (US)
1322918889,4210103836,National Center for PTSD (US)
1322918889,4210156156,Office of Diversity and Inclusion (US)
1324520350,2800423064,Hackensack University Medical Center Mountainside (US)
1324840837,4210156325,Hewlett-Packard (United Kingdom) (GB)
1324840837,4210157003,Hewlett-Packard (Germany) (DE)
1324840837,4210163437,Hewlett-Packard (Israel) (IL)
1325481341,1324766304,Barrow Neurological Institute (US)
1325736334,142606810,Pacific Northwest National Laboratory (US)
1325736334,2800102766,Idaho National Laboratory (US)
1326929380,1319743688,Abbott Northwestern Hospital (US)
1326929380,2799537240,United Hospital (US)
1326929380,2799730799,Penny George Institute for Health and Healing (US)
1326929380,4210095072,United Heart and Vascular Clinic (US)
1327163397,392282,"University at Albany, State University of New York (US)"
1327163397,883357,Fashion Institute of Technology (US)
1327163397,4864440,SUNY Brockport (US)
1327163397,8030538,SUNY Maritime College (US)
1327163397,16131714,Dutchess Community College (US)
1327163397,19635904,SUNY Delhi (US)
1327163397,20388574,SUNY Upstate Medical University (US)
1327163397,27559774,SUNY Geneseo (US)
1327163397,43742981,State University of New York at Oswego (US)
1327163397,59553526,Stony Brook University (US)
1327163397,61032284,SUNY Fredonia (US)
1327163397,63190737,"University at Buffalo, State University of New York (US)"
1327163397,63475719,SUNY Plattsburgh (US)
1327163397,83328411,State University of New York at Potsdam (US)
1327163397,86500011,Monroe Community College (US)
1327163397,86659429,Genesee Community College (US)
1327163397,87377408,SUNY College of Optometry (US)
1327163397,88081825,Empire State University (US)
1327163397,90965887,SUNY Polytechnic Institute (US)
1327163397,94848961,Onondaga Community College (US)
1327163397,95324928,Columbia-Greene Community College (US)
1327163397,103497121,Purchase College (US)
1327163397,103585767,Niagara County Community College (US)
1327163397,115441956,Buffalo State University (US)
1327163397,122713931,SUNY Oneonta (US)
1327163397,123946342,Binghamton University (US)
1327163397,138168422,SUNY Old Westbury (US)
1327163397,139842744,Alfred State College (US)
1327163397,157349981,SUNY College of Environmental Science and Forestry (US)
1327163397,157455823,SUNY New Paltz (US)
1327163397,159428640,SUNY Canton (US)
1327163397,177340980,Farmingdale State College (US)
1327163397,181697535,SUNY Downstate Health Sciences University (US)
1327163397,201180521,Rockland Community College (US)
1327163397,202161180,Suffolk County Community College (US)
1327163397,246966146,SUNY Morrisville (US)
1327163397,266997715,Nassau Community College (US)
1327163397,880615350,SUNY Cortland (US)
1327163397,884065104,SUNY Broome Community College (US)
1327163397,2800100626,SUNY Cobleskill (US)
1327163397,4210092791,New York State College of Agriculture & Life Sciences (US)
1327163397,4210098983,New York State School of Industrial and Labor Relations (US)
1327163397,4210116376,SUNY Korea (KR)
1327163397,4210118108,New York State College of Ceramics (US)
1327163397,4210144145,New York State University College of Human Ecology (US)
1327163397,4210151139,New York State College of Veterinary Medicine (US)
1328359107,1342924430,LAC+USC Medical Center (US)
1328359107,2802136459,"Martin Luther King, Jr. Multi-Service Ambulatory Care Center (US)"
1328359107,2802549562,Rancho Los Amigos National Rehabilitation Center (US)
1328359107,4210130891,Olive View-UCLA Medical Center (US)
1328359107,4210165985,Harbor–UCLA Medical Center (US)
1328499231,1299725459,Barnes-Jewish Hospital (US)
1328499231,1324021844,St. Louis Children's Hospital (US)
1328499231,2800839376,Boone Hospital Center (US)
1328499231,2802222712,Missouri Baptist Medical Center (US)
1328969757,2799471739,Naval Undersea Warfare Center (US)
1328969757,2802287952,Naval Surface Warfare Center (US)
1330063522,137982388,Janssen (Belgium) (BE)
1330063522,4210088657,Johnson & Johnson (Switzerland) (CH)
1330063522,4210088728,Janssen (France) (FR)
1330063522,4210092212,Johnson & Johnson (France) (FR)
1330063522,4210110219,Johnson & Johnson (Sweden) (SE)
1330063522,4210113301,Janssen (Switzerland) (CH)
1330063522,4210116808,Johnson & Johnson (Germany) (DE)
1330063522,4210118116,Janssen (United Kingdom) (GB)
1330063522,4210127094,Johnson & Johnson (Australia) (AU)
1330063522,4210128934,Janssen (Germany) (DE)
1330063522,4210135437,Johnson & Johnson (Israel) (IL)
1330063522,4210140598,Johnson & Johnson (United Kingdom) (GB)
1330063522,4210151386,Janssen (United States) (US)
1330063522,4210154236,Janssen (Netherlands) (NL)
1330063522,4210157709,Johnson & Johnson (Netherlands) (NL)
1330063522,4210160666,Johnson & Johnson (Brazil) (BR)
1330063522,4210161821,Janssen (Italy) (IT)
1330063522,4210163153,Johnson & Johnson (India) (IN)
1330063522,4391767992,Janssen Scientific Affairs (United States)
1330342723,4210123409,Mayo Clinic Health System (US)
1330342723,4210125099,Mayo Clinic in Arizona (US)
1330342723,4210146710,Mayo Clinic in Florida (US)
1330347796,130440993,National Security Agency (US)
1330347796,1279970786,Defense Information Systems Agency (US)
1330347796,1281833594,Defense Logistics Agency (US)
1330347796,1296703163,Office of the Secretary of Defense (US)
1330347796,1304082316,United States Department of the Army (US)
1330347796,1306997873,Missile Defense Agency (US)
1330347796,1319259000,National Geospatial-Intelligence Agency (US)
1330347796,1331871522,Defense Threat Reduction Agency (US)
1330347796,3130687028,United States Department of the Navy (US)
1330989302,28721439,U.S. Energy Information Administration (US)
1330989302,39565521,Office of Science (US)
1330989302,53012624,Joint BioEnergy Institute (US)
1330989302,198811213,National Nuclear Security Administration (US)
1330989302,893812157,Advanced Research Projects Agency - Energy (US)
1330989302,2800842121,Office of Energy Efficiency and Renewable Energy (US)
1330989302,2801044051,Great Lakes Bioenergy Research Center (US)
1330989302,2801818860,Office of Nuclear Energy (US)
1330989302,4210088623,Office of the General Counsel (US)
1330989302,4210116628,Office of Management (US)
1330989302,4210130431,Nevada National Security Site (US)
1330989302,4210142854,Office of Inspector General (US)
1330989302,4210143053,Office of Legacy Management (US)
1330989302,4210146201,Office of International Affairs (US)
1330989302,4387155069,Kansas City National Security Campus
1330989302,4389425350,Office of Public Affairs
1330989302,4389425366,Oak Ridge Institute for Science and Education
1330989302,4389425421,Office of Policy
1331384533,25390106,University of Hawaii–West Oahu (US)
1331384533,35722693,University of Hawaii at Hilo (US)
1331384533,117965899,University of Hawaiʻi at Mānoa (US)
